,id,SAT,WBT,ATin,ATout,ET,DI,MDI,HMI,NET,sWBGT,WCT,HI,year,month,day
242854,53788,19.2,12.74917226,18.71210229,16.99763845,15.69664,15.97458613,16.8578792,19.57395829,11.70869778,19.02096455,19.36708627,18.42888889,2004,5,24
113263,53680,18.6,16.42631899,19.67572555,18.72647777,15.44208,17.51315949,19.38773924,22.80090701,12.98171129,21.38821882,19.11671268,18.65666667,2015,9,28
201485,53773,21.9,17.65411202,22.71981487,22.6208317,17.45892,19.77705601,21.56258402,26.12133256,17.3379827,23.2737693,23.21205396,21.895,2008,9,12
77033,53585,22.7,19.06265013,23.95249211,23.90435646,17.98576,20.88132507,22.9229876,28.17544258,18.3846519,24.61461545,24.12470149,22.90555556,2005,8,6
137176,53688,-0.7,-4.319734034,-1.368965098,-3.815240998,3.3874,-2.509867017,-3.505800525,-4.803036871,-4.882167241,4.570321439,-2.402764911,-3.539444444,2014,12,26
636657,54438,24.9,21.33472079,26.69924533,27.04440485,19.37806,23.1173604,25.46304059,32.20039447,21.24622377,27.15311553,26.70325598,25.36472222,2019,8,14
554757,54419,-4.6,-7.63179461,-5.120554273,-8.86495843,0.98888,-6.115897305,-7.471845957,-9.11609954,-12.22960789,2.066791685,-8.723427409,-7.881666667,2017,1,19
357082,53893,23.8,19.68252813,25.07040564,25.53464149,18.66088,21.74126406,23.80589609,29.54287423,20.36888571,25.42751553,25.57831473,24.03722222,2012,6,2
958183,54621,26.3,23.15293807,28.69233803,28.75139821,20.28204,24.72646904,27.35870356,35.38075352,22.29633773,29.20646748,28.1950925,26.99611111,2017,8,15
366145,53894,28.8,18.66198617,28.31584693,28.20322448,21.549216,23.73099309,24.94048963,31.12261349,21.81963975,25.8427811,31.09080728,28.07733455,2019,6,4
473120,53994,18.9,12.09904322,18.2485082,17.42509836,15.5002,15.49952161,16.25628242,18.8002832,12.58018766,18.51575328,19.43027514,18.02055556,2005,5,8
607313,54432,-1,-5.04987079,-1.844956202,-4.049051092,3.268,-3.024935395,-4.167403092,-5.608014409,-2.610267553,4.042964603,-1.944443066,-4.261111111,2007,11,26
911175,54612,26.8,22.61471257,28.78315936,28.93578124,20.5504,24.70735629,27.14503443,34.94857739,22.46875313,28.83048013,28.77318327,28.52336455,2006,8,15
1008603,54633,28.6,22.41710886,30.00813621,30.09094201,21.59152,25.50855443,27.68083165,35.66024392,23.36406959,29.08111604,30.8526865,30.1078414,2010,7,16
590692,54429,11.6,6.673675748,10.93357749,9.743615897,10.99328,9.136837874,9.413256811,9.987983154,6.315105169,13.30674524,11.36967347,10.17333333,2017,10,23
968565,54623,3.9,0.330245793,3.300635471,0.976577701,6.20092,2.115122896,1.729684345,0.901904565,-2.739578637,7.960235183,2.071415516,1.833888889,2014,3,1
919270,54613,17,15.69789835,18.131346,17.77667818,14.4492,16.34894917,18.23342376,21.01814866,13.518124,20.35172263,18.00296017,17.07944444,2010,9,19
835375,54541,21.5,19.22568275,23.10408796,22.23871633,17.2772,20.36284137,22.58926206,27.6208221,16.13994929,24.39080259,22.43836093,21.84666667,2008,6,24
97019,53594,10.6,4.104108382,9.407458358,6.787598507,10.36816,7.352054191,7.106081287,7.457532354,2.554132964,11.65699607,8.862036358,8.603333333,2006,4,1
601440,54431,20.7,14.97710428,20.69672696,19.69229724,16.6554,17.83855214,19.09882821,22.60063558,14.2186223,20.95154407,21.40808751,20.26166667,2014,4,24
349043,53891,2.5,0.122897223,2.158580354,0.108254867,5.284,1.311448612,1.042172917,-0.129584606,-2.956611241,7.427145814,1.388051656,0.685555556,2014,2,22
31198,53490,19.2,14.9160049,19.54372186,18.33865623,15.7592,17.05800245,18.48300367,21.67379769,12.73849763,20.5065395,19.6150655,18.87277778,2003,9,15
73853,53585,18.1,16.65940301,19.37035744,18.80205222,15.14512,17.3797015,19.37255226,22.69135254,13.60468588,21.38094761,18.8769782,18.26333333,2012,8,14
730115,54517,6.8,4.856394329,6.694513974,4.847467249,7.9776,5.828197165,6.226295747,5.634747784,0.137627898,10.90121814,5.756034658,5.624444444,2015,4,2
728390,54515,-3.5,-6.153225254,-3.906879583,-6.302617802,1.5814,-4.826612627,-5.944918941,-7.506870946,-5.804854252,3.050756018,-4.165682165,-6.253888889,2017,12,31
331240,53888,1.7,-3.008826451,0.71996541,-1.817485991,4.9204,-0.654413225,-1.610619838,-2.703687341,-3.411280314,5.718420027,-0.492181645,-1.291111111,2009,2,22
432306,53985,-0.3,-3.803370714,-0.9313324,-3.985938545,3.61812,-2.051685357,-2.966528035,-4.22721431,-7.592108057,4.921510758,-3.289127631,-2.995,2017,1,15
653688,54454,8.4,4.937404097,7.979268587,6.79624417,8.99904,6.668702048,6.895053073,6.761953183,4.585497567,11.47392979,8.472534179,6.966666667,2005,10,28
738625,54518,23.8,21.17745132,25.78371668,25.07810607,18.7216,22.48872566,24.92708849,31.34398462,18.78596221,26.70174844,25.14664747,24.32444444,2005,6,26
724963,54515,24.5,18.95194931,25.25051602,25.19092366,19.04394,21.72597466,23.52396198,29.07155296,19.32213669,24.99573998,26.09456667,24.55394444,2020,5,29
582192,54425,15.1,12.4915042,15.49729954,14.9951814,13.21708,13.7957521,15.10662815,16.88088134,11.34886486,17.69162145,15.89740094,14.67611111,2008,5,16
240529,53788,14.1,10.24580293,13.9711258,13.46911436,12.5666,12.17290146,13.0423522,14.35029264,10.5819204,16.04177472,14.90779688,13.26277778,2015,9,25
776880,54527,25.7,21.3027828,27.28409392,27.08899447,19.84704,23.5013914,25.7430871,32.61873715,20.80011224,27.33670414,27.4494665,26.10111111,2015,8,4
389287,53899,26.9,17.89309942,26.55194653,27.31776958,20.409048,22.39654971,23.64182457,29.182465,21.34274257,24.73707722,28.94844718,26.78116571,2019,6,10
502794,54398,26.7,23.67666943,29.27588437,29.29834943,20.54104,25.18833471,27.90350207,36.32500804,22.72340457,29.81831163,28.64838608,28.9361909,2009,8,8
202396,53780,2.7,-1.053172747,2.032726176,-0.550430749,5.46816,0.823413627,0.23612044,-0.711966405,-4.191885841,6.987033579,0.456038624,0.383333333,2014,3,10
456639,53991,-0.9,-1.277716945,-0.906457063,-3.175506421,3.03708,-1.088858472,-1.300287708,-3.370604084,-7.0283626,5.611819883,-1.833624159,-2.401666667,2006,12,30
1042171,54702,-1.3,-3.741795256,-1.676609373,-4.80209943,2.91716,-2.520897628,-3.300346442,-4.786038666,-9.881771254,4.666629621,-4.356602137,-3.625,2007,1,5
810837,54533,9.3,3.530372117,8.260571711,5.48024701,9.56908,6.415186058,6.181779088,6.281543569,1.046616329,11.00763037,7.274063697,7.303888889,2007,3,27
788635,54529,20.2,19.31505697,22.11456596,20.8794236,16.498624,19.75752849,22.16229273,26.84217906,14.43893241,24.02254738,20.81041351,20.69866667,2020,9,15
972210,54623,24.9,21.95829534,27.01095423,26.48277657,19.40488,23.42914767,25.9307215,32.98745944,20.11229905,27.70994097,26.46748478,25.48222222,2008,9,7
64674,53582,13.3,8.202129009,12.69883123,10.58957385,12.0493,10.7510645,11.20559676,12.19614886,5.515515743,14.63015761,12.32748167,12.05638889,2020,3,25
574659,54423,24.7,19.52261578,25.66762196,25.93583814,19.18456,22.11130789,24.02796184,29.86014545,20.2040477,25.52555195,26.42898723,24.84444444,2017,6,26
998063,54631,11.8,8.169597038,11.5430635,9.428421367,11.127016,9.984798519,10.61119778,11.26233535,3.935893593,14.18021799,10.66199541,10.74061111,2020,3,31
64416,53582,-3.3,-5.14326342,-3.544888178,-8.077807434,1.621,-4.22163171,-5.111447565,-6.857442649,-16.66673621,3.482113391,-8.434783439,-5.616111111,2012,11,16
850972,54597,8.1,4.839263983,7.719493936,6.368994487,8.80984,6.469631992,6.707447987,6.502922188,3.537266525,11.33281417,7.84364986,6.688888889,2011,10,29
803177,54532,19.6,18.12978414,21.1453946,19.94117691,16.09792,18.86489207,21.0453381,25.18882138,13.69603391,22.93712763,20.12342227,19.91333333,2005,6,8
843959,54596,2.9,-2.149641174,1.848090181,-2.107554381,5.65764,0.375179413,-0.510230881,-1.442772293,-5.920537895,6.441915641,-0.978417899,0.002777778,2016,2,19
799886,54531,15.7,10.00225335,15.10463518,14.37039562,13.534,12.85112667,13.46769001,15.09560382,10.42362601,16.34430738,16.06909211,14.63111111,2013,10,8
565697,54421,16,11.90601619,15.99023037,14.19657306,13.75432,13.95300809,15.00951214,16.93483169,8.615446762,17.60336607,15.63286962,15.3345,2020,9,16
281736,53797,14,8.32308345,13.26683868,12.22348971,12.4768,11.16154172,11.56231259,12.70426767,8.357168564,14.89130728,13.97405953,12.70888889,2018,10,25
211425,53781,14.4,12.70161536,15.01353577,14.0878507,12.7896,13.55080768,14.99821152,16.58547782,9.288463989,17.58096163,14.65598338,14.115,2017,10,20
810092,54533,6.1,6.011677044,6.382862654,3.121602413,7.504,6.055838522,6.826757783,5.773928201,-5.798564413,11.09801374,3.365207915,5.376666667,2007,3,29
965428,54622,28.2,25.40162833,31.37664971,31.57859064,21.5024,26.80081417,29.76722125,39.64494051,24.65997298,31.95636061,30.39183743,32.60485431,2008,8,6
931462,54615,0.6,-2.822623068,-0.003705831,-3.479368937,4.16072,-1.111311534,-1.888967301,-3.075657223,-8.496017856,5.609780038,-2.9663293,-1.900555556,2012,3,9
615710,54433,-2.1,-3.882097426,-2.344151598,-4.856865089,2.36732,-2.991048713,-3.70957307,-5.413182785,-7.835331455,4.3353201,-3.606825281,-4.243888889,2008,12,11
993594,54628,23.4,18.9687087,24.43750491,24.16282265,18.39644,21.18435435,23.11853152,28.4739999,18.34000883,24.7275065,24.79420853,23.53194444,2019,9,1
543839,54412,17.3,12.46438593,17.17757331,14.37070301,14.55228,14.88219296,15.92228944,18.21297261,8.768880403,18.32500142,16.70931035,16.62611111,2004,5,8
1018339,54640,26.6,24.00726725,29.3784123,29.111193,20.49784,25.30363363,28.11345044,36.71619106,22.45564647,30.10910925,28.49755014,27.43055556,2008,8,10
618168,54434,11.3,7.289553295,10.8918315,10.16457409,10.81172,9.294776648,9.761164971,10.27947453,8.213108296,13.55510809,11.98288432,10.07833333,2006,10,20
547177,54412,13.4,9.815360262,13.29242883,12.05957167,12.13112,11.60768013,12.4535202,13.5626828,7.44083673,15.58289332,13.2093869,12.545,2007,9,29
566512,54421,21.9,19.48265215,23.52885082,23.16131893,17.52556,20.69132608,22.93398911,28.16414832,17.39415302,24.71900169,23.10789371,22.26055556,2010,8,29
20812,53487,23.9,19.07979305,24.86323151,24.65166501,18.69584,21.48989653,23.39184479,28.88745955,18.78689544,24.94978174,25.37684425,24.01666667,2016,8,9
777178,54527,15.2,10.58484818,14.9245021,13.71482009,13.24272,12.89242409,13.71463614,15.30226781,8.945235424,16.56075148,15.12637986,14.31611111,2011,10,14
943076,54618,20.7,9.571818963,18.81771889,17.72410809,16.5056,15.13590948,15.04486422,17.85614021,12.96934327,17.59495239,21.30924852,19.34777778,2019,5,20
886374,54607,15.6,10.94285698,15.35077471,15.09379519,13.49216,13.27142849,14.13514274,15.84940615,12.30739479,16.89164756,16.67469756,14.75611111,2009,10,4
249509,53790,18,15.13298413,18.70864053,18.83012776,15.0432,16.56649207,18.1897381,21.15281734,15.94183974,20.30652604,19.6565833,17.84,2007,10,2
229858,53785,20.2,18.71793557,21.8647091,21.172281,16.47904,19.45896778,21.71445168,26.21129049,15.29289978,23.57621217,21.06533993,20.57333333,2004,9,17
233167,53786,16.2,13.31047799,16.64046192,15.80341993,13.906,14.75523899,16.13885849,18.31206635,10.91901665,18.54962516,16.57838613,15.83388889,2004,5,29
147310,53690,2.9,-2.675171197,1.649432175,-0.793152568,5.69172,0.112414401,-0.904378398,-1.944383758,-1.834083108,6.087040203,0.796299412,-0.310555556,2006,3,13
918580,54613,-3.1,-6.127004718,-3.605967058,-6.402606416,1.87276,-4.613502359,-5.773253539,-7.276266821,-8.024033321,3.157713392,-5.308181321,-6.022777778,2007,1,28
601823,54431,-3.6,-7.022086802,-4.364451937,-7.713956306,1.70944,-5.311043401,-6.634565102,-8.52994114,-8.607278043,2.341010859,-7.065008955,-7.277777778,2015,1,27
126759,53685,22.8,20.61190064,24.74255921,24.90296292,18.10496,21.70595032,24.12292548,30.03806201,19.55781635,25.91831714,24.38651253,23.30277778,2006,7,28
1038221,54701,26.6,16.96041417,25.93040547,26.75664133,20.19904,21.78020709,22.82831063,28.00997381,20.95189353,23.94971522,28.62605007,26.25555556,2015,6,3
419310,53983,10.8,6.360006379,10.23079359,8.356812353,10.49792,8.580003189,8.874004784,9.271853811,3.736694407,12.91248127,9.758471176,9.397777778,2014,11,4
193799,53699,-1.4,-5.439755799,-2.286920561,-5.442291419,3.046912,-3.419877899,-4.611816849,-6.194774415,-6.857014619,3.684037362,-4.588632069,-4.836888889,2018,1,10
608314,54432,0.1,-4.018324581,-0.720405535,-3.972732305,3.91744,-1.959162291,-2.975743436,-4.223823977,-7.033491434,4.867721021,-3.216081408,-2.894444444,2017,2,24
202454,53780,1.3,-2.096414295,0.708308652,-1.324537589,4.5886,-0.398207148,-1.078310721,-2.203920653,-2.426431312,6.128178638,0.399655366,-1.078333333,2014,11,3
473796,53994,2.4,-0.673047519,1.898595371,-0.603458754,5.25152,0.863476241,0.407214361,-0.653746689,-4.640047398,7.070363549,0.323508361,0.314444444,2004,1,5
169674,53694,-4.5,-7.548944678,-5.025442045,-8.433129132,1.0506,-6.024472339,-7.371708509,-9.008241164,-10.91048944,2.129051255,-7.99407793,-7.771666667,2011,1,7
852610,54597,22.9,20.57709423,24.80396699,24.91415181,18.16312,21.73854711,24.13482067,30.06081664,19.45421791,25.9203683,24.45806477,23.38666667,2018,8,28
618150,54434,6.9,4.509639927,6.689084307,5.122894824,8.047,5.704819963,6.004229945,5.488737875,1.647494608,10.78387333,6.355890662,5.603888889,2013,10,30
576101,54424,-4.7,-7.751491693,-5.429319468,-10.4660177,1.05946,-6.225745846,-7.59961877,-9.763431657,-13.28110335,1.622870223,-10.60857476,-8.579166667,2018,2,2
572086,54423,9.7,3.03637123,8.417806774,6.419642522,9.8164,6.368185615,5.963278423,6.149362103,3.069084974,10.85792755,8.387614294,7.508888889,2012,4,6
37120,53491,18.8,9.758100063,17.37965074,16.02986431,15.38208,14.27905003,14.46257505,16.73871811,11.33556348,17.07130336,19.01454216,17.49277778,2005,4,30
7142,53483,24.3,19.01733378,25.1323193,24.97774482,18.92892,21.65866689,23.49700034,29.03770623,19.09006717,24.99988856,25.84295282,24.37833333,2014,8,1
981139,54626,19.5,15.31590395,19.92952756,18.9454796,15.9508,17.40795198,18.89692796,22.25105708,13.41076407,20.87279241,20.06828808,19.22888889,2009,5,12
88360,53593,-10.5,-11.79641812,-10.48091803,-13.96447094,-2.9478,-11.14820906,-12.83731359,-14.84531802,-17.17472852,-1.157685389,-13.03662834,-13.43166667,2004,12,25
537409,54408,-13.6,-14.98180371,-13.62762277,-19.47138434,-4.52816,-14.29090185,-16.40435278,-18.6894475,-24.34334118,-3.441835227,-21.31601382,-17.88611111,2003,1,4
108570,53599,21.9,17.5878269,22.69092073,22.9195643,17.45654,19.74391345,21.51287018,26.04837485,18.15696165,23.22215386,23.4330866,21.88194444,2019,8,14
493191,53998,11.8,6.35106394,10.98619885,6.84218077,11.11384,9.07553197,9.247297955,9.856252088,1.672441406,13.18545521,9.45600751,10.26277778,2005,4,8
406479,53980,12.1,7.609439659,11.60114789,10.25731626,11.30788,9.85471983,10.30507974,11.01209842,6.148924124,13.96104145,11.70031179,10.85388889,2013,10,27
127968,53685,24.2,21.01756665,26.01230323,25.75736657,18.95168,22.60878332,24.95917499,31.39196566,19.64174312,26.67950532,25.72642568,24.66,2015,7,30
40858,53491,18.3,15.89718075,19.23524194,18.71994722,15.2456,17.09859038,18.87688557,22.08558589,13.71389516,20.92429128,19.10514008,18.27444444,2017,9,3
374040,53896,23.2,18.16422866,23.92149133,23.06799212,18.24736,20.68211433,22.43917149,27.43566562,17.16070975,24.02100952,24.37876487,23.19444444,2017,5,12
762130,54523,10.4,6.762285484,10.04268019,8.364345628,10.25024,8.581142742,9.023714113,9.326067483,3.802868871,13.00702416,9.567796613,9.166666667,2007,4,5
125301,53685,20.3,18.94060805,22.03750577,22.38973252,16.54668,19.62030403,21.91945604,26.51530207,18.97862802,23.7772444,22.21587652,20.70944444,2004,8,2
440948,53987,16.2,11.51444942,16.00482922,15.16057202,13.867064,13.85722471,14.79183706,16.70709379,10.64808472,17.41415402,16.51765892,15.42394444,2019,11,2
236204,53786,-3.3,-6.498223649,-3.861332907,-6.545484461,1.7806,-4.899111824,-6.127667737,-7.656465589,-6.972288534,2.916828035,-5.160463397,-6.399444444,2008,12,11
326183,53886,5.5,1.304611864,4.773168927,3.421062661,7.2082,3.402305932,3.068458898,2.503251541,2.999166029,8.868388129,5.654392049,3.437222222,2017,1,3
188842,53698,3.7,2.067696288,3.54567466,1.418613327,6.012604,2.883848144,2.956772216,1.785228517,-3.246324499,8.613255188,2.314696097,2.2745,2020,11,21
67572,53584,17.7,11.47243614,17.1213141,15.57101282,14.76784,14.58621807,15.3303271,17.5417181,10.45979077,17.79392019,17.68602795,16.77888889,2006,5,6
606486,54432,7.5,1.70883754,6.381992238,4.510902034,8.4657,4.60441877,4.131628155,3.9195304,1.857598827,9.589422497,6.266392687,5.201166667,2019,4,9
774571,54526,22.1,14.77927605,21.66441323,21.31210293,17.4778,18.43963802,19.48245704,23.1918434,16.04747667,21.17314727,23.25133225,21.54055556,2012,9,18
779078,54527,22.8,16.82513255,23.03335851,22.5691441,17.9616,19.81256627,21.28284941,25.72233025,16.94880489,22.86506316,24.02279105,22.57166667,2010,6,4
473597,53994,32.3,27.24477849,35.55127286,36.53361169,23.97764,29.77238924,32.70758387,44.76156398,28.53651396,35.00029198,35.03387038,40.17758922,2018,7,20
944189,54618,10.6,4.390894437,9.491763507,7.969239552,10.36888,7.495447218,7.321170827,7.670402855,4.761821249,11.80759572,9.878734141,8.681666667,2018,3,22
18547,53486,25.7,20.28028784,26.77555484,27.34168622,19.80308,22.99014392,24.97621588,31.33467598,21.55166812,26.42826842,27.62194908,25.91833333,2017,7,18
502832,54398,-4.9,-7.154132232,-5.199972941,-8.283248128,0.6726,-6.027066116,-7.227599174,-8.919731676,-11.47712249,2.247857428,-7.542621043,-7.637222222,2010,2,6
178629,53696,16.2,13.19642615,16.59997576,16.54661433,13.90352,14.69821308,16.05331962,18.2098388,14.15996021,18.47730215,17.75380525,15.80777778,2004,10,7
796588,54530,23.3,20.96321116,25.29539879,24.72736253,18.41624,22.13160558,24.57640837,30.77248193,18.52469024,26.36766238,24.61157514,23.82666667,2013,9,3
638330,54439,12,6.820933798,11.2816932,10.72653927,11.24,9.410466899,9.675700348,10.33777532,9.304370698,13.49802467,12.91220976,10.56111111,2011,10,3
352063,53892,17,12.78426402,17.06636117,16.09351015,14.3792,14.89213201,16.04819801,18.32906196,11.08131193,18.44927245,17.28671415,16.42666667,2017,4,13
444765,53987,-2.5,-6.122602344,-3.221629657,-6.711026961,2.331,-4.311301172,-5.541951758,-7.099614884,-9.263032423,3.198407022,-6.220188387,-5.811888889,2018,1,25
824252,54539,12,8.121711152,11.68253343,10.24593948,11.2504,10.06085558,10.65128336,11.34989691,5.76662492,14.21407108,11.51011415,10.90055556,2015,4,5
310733,53883,6,1.963711157,5.330566271,3.769605701,7.5136,3.981855579,3.752783368,3.249179835,1.814912824,9.325875203,5.486199096,4.065555556,2013,11,11
809196,54533,2.2,-1.115261703,1.637580743,-1.206472051,5.13904,0.542369149,-0.000446277,-1.048208623,-5.764137528,6.819387419,-0.432842086,-0.01,2003,3,9
931408,54615,30.5,27.50304,34.38254513,34.58458648,22.95026,29.00152,32.21728,44.19192645,27.11403301,34.85013743,33.07540911,39.01430147,2018,8,5
162686,53693,26.2,21.17826979,27.59333198,27.86193817,20.13472,23.68913489,25.83970234,32.73806325,21.66185135,27.3508885,28.10418862,26.54666667,2010,7,20
858911,54601,24.8,21.17096211,26.54248823,25.58153475,19.31216,22.98548105,25.30222158,31.93688278,19.28591644,26.98073579,26.26098329,25.24166667,2011,8,3
663759,54499,-2.1,-4.643616658,-2.494048082,-4.92813462,2.43024,-3.371808329,-4.280712493,-5.791671406,-6.380369567,4.067550472,-3.39361507,-4.583333333,2016,12,25
209362,53781,21.9,15.68530993,21.88188479,19.45407708,17.3899,18.79265497,20.08598245,24.00555909,14.07436235,21.77692147,22.4376608,21.51638889,2018,5,4
134266,53687,4.9,-0.405619015,3.836780215,1.277618377,6.87268,2.247190493,1.557785739,0.932670042,-1.719253694,7.841530111,2.682411511,2.307222222,2017,2,28
198405,53773,23.9,21.40802493,25.97227738,25.98488852,18.79036,22.65401246,25.1380187,31.68780037,20.0879833,26.93094095,25.49367278,24.46055556,2004,7,27
264065,53794,1.8,-3.052524904,0.76931496,-1.687259127,4.99144,-0.626262452,-1.605393678,-2.711379726,-2.904667779,5.698930815,-0.256206381,-1.259444444,2012,2,26
13275,53484,-11.4,-13.29140544,-11.48880062,-15.64900056,-3.29368,-12.34570272,-14.30055408,-16.19952156,-18.80798758,-1.989321106,-15.92802192,-15.10055556,2006,12,2
840836,54594,24.5,21.84948169,26.65047693,26.91861539,19.164,23.17474084,25.69711127,32.60645424,21.13087414,27.49657924,26.25421773,25.09444444,2007,8,4
172371,53695,10.6,6.849022329,10.22240813,9.28346194,10.37512,8.724511164,9.164766746,9.515280538,6.795915425,13.11279271,10.91055013,9.360555556,2016,10,28
1040318,54701,27.6,23.8044189,30.02395143,30.55168311,21.07392,25.70220945,28.34131417,37.02317735,23.98999992,30.18582232,29.72731508,30.25667214,2009,7,29
552725,54416,-1.9,-5.798048879,-2.755452764,-5.905047967,2.741,-3.84902444,-5.070536659,-6.716318229,-7.115828462,3.385295744,-5.063143046,-5.381666667,2007,2,14
456364,53991,-2.5,-5.39677622,-2.973114225,-4.92510384,2.22,-3.94838811,-4.997582165,-6.472113417,-0.98422374,3.642345953,-0.948154567,-5.232222222,2008,1,31
802181,54532,-1.1,-4.443761262,-1.691485623,-4.384896021,3.118,-2.771880631,-3.750820947,-5.088201199,-6.627366604,4.424764319,-3.339345837,-3.848888889,2012,11,29
965974,54622,17.4,9.943702964,16.36829253,15.41035684,14.55248,13.67185148,14.06977722,16.03723863,10.95786034,16.77168619,17.66392286,16.18777778,2017,10,2
439822,53986,11.7,10.59424475,12.18465212,10.96632011,11.0812,11.14712238,12.39168357,13.01464661,6.083208421,15.43397402,11.57579797,11.27555556,2013,11,1
913490,54612,-2,-5.895348705,-2.907681731,-5.738801573,2.704,-3.947674353,-5.181511529,-6.96839637,-5.578092611,3.221004908,-4.524845161,-5.622222222,2008,2,13
880770,54606,15.1,12.82499465,15.61049303,14.96808457,13.2232,13.96249732,15.35674599,17.1666949,10.81108349,17.89382618,15.70181907,14.75444444,2008,9,25
49680,53498,20.6,17.34757611,21.60033751,21.33839774,16.67376,18.97378805,20.83868208,25.01455222,16.14823775,22.67336656,21.72900173,20.64777778,2004,7,31
647888,54453,17.9,13.60542923,18.05389591,16.65454173,14.94224,15.75271462,17.00607193,19.63188716,11.12687587,19.2445595,18.02629617,17.41666667,2007,5,17
305694,53882,17.9,16.22564585,19.04592262,18.2713842,15.01176,17.06282293,18.97123439,22.13675462,12.79994057,21.01667996,18.48316754,17.99111111,2003,7,12
358352,53893,-1.7,-4.959757587,-2.270223107,-5.033202824,2.746,-3.329878793,-4.36581819,-5.755713344,-7.229923559,4.03680145,-4.030134229,-4.508888889,2020,1,1
563610,54420,-6.5,-9.179702294,-6.907307513,-9.121188648,-0.197,-7.839851147,-9.35477672,-11.11395147,1.333520729,0.920264307,9.08025,-9.919444444,2004,1,3
869758,54604,24.8,22.13749444,27.02448025,26.92970932,19.3536,23.46874722,26.02712083,33.15391263,20.72137163,27.84174881,26.46082019,25.42444444,2012,6,25
346056,53890,17.2,11.29194901,16.68113059,16.43402781,14.464,14.2459745,15.00496176,17.09175474,12.89964431,17.54581965,18.13877299,16.28111111,2011,10,20
559828,54420,25.4,21.31054006,27.06351373,27.28237612,19.6712,23.35527003,25.63490505,32.45867217,21.22938794,27.26560407,27.2048869,25.82333333,2006,7,16
147365,53690,19.2,16.43109713,20.14542307,19.60065734,15.804464,17.81554857,19.61932285,23.19309325,14.33936231,21.58139667,20.03232809,19.19394444,2020,9,27
11487,53484,-1.5,-4.871720976,-2.101529455,-5.099117686,2.8792,-3.185860488,-4.223790732,-5.594361873,-8.027083492,4.122858747,-4.349645613,-4.341111111,2007,11,22
526659,54405,12.1,7.208099673,11.47699716,8.714451963,11.30452,9.654049837,10.00407475,10.69861783,3.361987349,13.73926311,10.52960654,10.74944444,2008,10,8
648655,54453,25,23.42312733,27.83214339,27.76967581,19.528,24.21156366,27.06734549,34.92866206,21.44074962,29.06923796,26.70994922,25.85333333,2012,7,19
946458,54618,-0.3,-3.451922661,-0.839237028,-3.44721548,3.58928,-1.87596133,-2.702941995,-3.994673497,-6.247045089,5.086026581,-2.418294648,-2.812222222,2005,12,25
690785,54506,28.7,23.77042042,30.82238155,31.43652869,21.71368,26.23521021,28.73381532,37.58391342,24.61183545,30.42800887,30.96942064,31.42927966,2015,7,26
604528,54431,-0.3,-2.880764895,-0.707672212,-3.067611102,3.54808,-1.590382447,-2.274573671,-3.662472335,-5.538389938,5.321049185,-1.773300439,-2.551111111,2015,12,29
1033609,54700,17.5,14.54068272,18.09766407,17.84787643,14.725,16.02034136,17.55551204,20.27160179,13.8569156,19.75332719,18.5570547,17.26388889,2005,9,22
625985,54436,-8.4,-9.925299194,-8.484459132,-12.43687194,-1.59936,-9.162649597,-10.6359744,-12.58255931,-19.01068078,0.148161641,-12.71733623,-11.2,2012,12,12
510651,54399,17.8,12.54724819,17.58530224,17.31318386,14.85472,15.17362409,16.17443614,18.58098817,13.36605129,18.51512628,18.7328272,17.09777778,2012,9,13
71838,53584,4.9,1.89834879,4.46556043,1.654236754,6.80536,3.399174395,3.285761592,2.520340085,-3.968017866,8.964760222,2.444769153,3.168888889,2017,3,23
186886,53698,12.8,6.885167691,11.90591017,10.93691834,11.72928,9.842583846,10.02787577,10.85552319,7.785333395,13.75193954,12.83068832,11.28444444,2015,11,1
23977,53487,17.7,11.34689083,17.07678672,16.18053338,14.76476,14.52344542,15.23616812,17.42928647,11.50277268,17.7143781,18.06044811,16.75277778,2006,6,10
1019898,54640,4.1,0.162340335,3.408877054,1.375706413,6.33728,2.131170167,1.679755251,0.910614562,-1.224607871,7.938303101,2.773175964,1.923333333,2014,2,28
919530,54613,-7.7,-10.20854908,-8.074402428,-11.33654766,-0.91028,-8.954274538,-10.58241181,-12.47326613,-11.16494591,0.127153845,-10.34852338,-11.34388889,2016,1,12
13801,53484,-6.3,-8.740881057,-6.620845871,-10.3800417,-0.14838,-7.520440529,-8.949660793,-10.65523582,-14.68123627,1.216698058,-10.37733366,-9.399166667,2020,12,9
873853,54604,13.8,4.738436271,12.05509075,9.13117341,12.30888,9.269218136,8.797827203,9.909204146,5.191501702,12.94197575,12.3913255,11.73166667,2005,4,20
27523,53488,24.9,17.25253255,24.7805039,24.65009445,19.212968,21.07626628,22.40139941,27.35557234,18.83475734,23.72554559,26.51056466,24.64144444,2020,6,20
691945,54506,28.7,27.77097781,33.16171946,33.49819951,21.91564,28.23548891,31.73423336,43.49074164,26.33485902,34.60691704,30.96955796,37.03493503,2005,8,12
445483,53988,26.3,21.71173373,27.93956686,28.71706078,20.21684,24.00586686,26.2778003,33.48000631,22.92607243,27.86174443,28.34967468,26.735,2008,5,24
538733,54410,-18.5,-19.15329728,-18.18476083,-26.0420553,-7.5902,-18.82664864,-21.39497296,-23.71352109,-33.56277006,-6.30791366,-29.35465716,-23.17166667,2006,2,2
